chr21	13224688
chr21	13227129
chr21	13227353
chr21	13227652
chr21	13227809
chr21	13227985
chr21	13229171
chr21	13229859
chr21	13231256
chr21	13234719
chr21	13236257
chr21	13236862
chr21	13237791
chr21	13238671
chr21	13239963
chr21	13240712
chr21	13241182
chr21	13241380
chr21	13242941
chr21	13243056
chr21	13244082
chr21	13247733
chr21	13248038
chr21	13248548
chr21	13249222
chr21	13249755
chr21	13249775
chr21	13249955
chr21	13250541
chr21	13255384
chr21	13255471
chr21	13255783
chr21	13256287
chr21	13257752
chr21	13258267
chr21	13258612
chr21	13258634
chr21	13259274
chr21	13259327
chr21	13259328
chr21	13259437
chr21	13260291
chr21	13260446
chr21	13260670
chr21	13263238
chr21	13263241
chr21	13263590
chr21	13264585
chr21	13266595
chr21	13270143
